uuid,type,city,location,timestamp,description
4963754,accident,,"{'lat': -33.48034861551975, 'lon': -70.6797655193237}",2025-06-17T03:38:37.606021+00:00,
6355892,accident,,"{'lat': -33.41255085684752, 'lon': -70.59133559568303}",2025-06-17T03:38:39.687605+00:00,
1927919,accident,,"{'lat': -33.475419846990434, 'lon': -70.58034297674318}",2025-06-17T03:38:39.908360+00:00,
8805766,accident,,"{'lat': -33.46560557281111, 'lon': -70.67719643652612}",2025-06-17T03:38:41.529733+00:00,
3839152,accident,,"{'lat': -33.38272376233663, 'lon': -70.56041014238217}",2025-06-17T03:38:42.226478+00:00,
5888629,accident,,"{'lat': -33.48230619022462, 'lon': -70.54834418298493}",2025-06-17T03:38:44.046084+00:00,
6790451,accident,,"{'lat': -33.35021703698657, 'lon': -70.62939565999008}",2025-06-17T03:38:45.193773+00:00,
6857039,accident,,"{'lat': -33.500963098751974, 'lon': -70.62576303909886}",2025-06-17T03:38:45.431122+00:00,
6091963,accident,,"{'lat': -33.46099699017463, 'lon': -70.71553579405503}",2025-06-17T03:38:46.142010+00:00,
4330315,accident,,"{'lat': -33.48764160096061, 'lon': -70.73821134146422}",2025-06-17T03:38:46.363411+00:00,
7832016,accident,,"{'lat': -33.46402052913898, 'lon': -70.55783758682945}",2025-06-17T03:38:46.840653+00:00,
5720433,accident,,"{'lat': -33.348990450894966, 'lon': -70.5499453024247}",2025-06-17T03:38:47.056924+00:00,
3718014,accident,,"{'lat': -33.47098884935732, 'lon': -70.72121232636486}",2025-06-17T03:38:47.514955+00:00,
1075554,accident,,"{'lat': -33.398382538727105, 'lon': -70.58502173964462}",2025-06-17T03:38:48.215143+00:00,
9855521,accident,,"{'lat': -33.49852557124251, 'lon': -70.61399383808066}",2025-06-17T03:38:48.898743+00:00,
8689404,accident,,"{'lat': -33.4025136302638, 'lon': -70.61749022292277}",2025-06-17T03:38:50.733840+00:00,
6746113,accident,,"{'lat': -33.38104682977157, 'lon': -70.58197439817258}",2025-06-17T03:38:51.189780+00:00,
1872647,accident,,"{'lat': -33.470660177903824, 'lon': -70.61720328527971}",2025-06-17T03:38:52.122022+00:00,
2592034,accident,,"{'lat': -33.47454803198238, 'lon': -70.72727606312952}",2025-06-17T03:38:52.813371+00:00,
3607767,accident,,"{'lat': -33.35412594998485, 'lon': -70.70380199503691}",2025-06-17T03:38:53.055284+00:00,
3427284,accident,,"{'lat': -33.45116750075445, 'lon': -70.60190895512295}",2025-06-17T03:38:53.974756+00:00,
5727037,accident,,"{'lat': -33.414249093279615, 'lon': -70.57688975877602}",2025-06-17T03:38:56.466284+00:00,
9842404,accident,,"{'lat': -33.388306919570596, 'lon': -70.67869471826637}",2025-06-17T03:38:57.842505+00:00,
9566305,accident,,"{'lat': -33.47486024047209, 'lon': -70.65080422346225}",2025-06-17T03:39:00.378055+00:00,
6515426,accident,,"{'lat': -33.36358293345277, 'lon': -70.65119779104762}",2025-06-17T03:39:01.078909+00:00,
9325874,accident,,"{'lat': -33.398614126574465, 'lon': -70.62304276111064}",2025-06-17T03:39:01.324142+00:00,
7074275,accident,,"{'lat': -33.3547975354195, 'lon': -70.62211319301207}",2025-06-17T03:39:01.553309+00:00,
7651261,accident,,"{'lat': -33.36761718351946, 'lon': -70.58866685403552}",2025-06-17T03:39:01.784835+00:00,
6243789,accident,,"{'lat': -33.36729866311867, 'lon': -70.585929173867}",2025-06-17T03:39:02.020835+00:00,
8222233,accident,,"{'lat': -33.35731490156656, 'lon': -70.65331910050101}",2025-06-17T03:39:02.481960+00:00,
5608791,accident,,"{'lat': -33.348325165553646, 'lon': -70.68549741496362}",2025-06-17T03:39:02.931619+00:00,
9480760,accident,,"{'lat': -33.369695608357674, 'lon': -70.7070013315319}",2025-06-17T03:39:03.632714+00:00,
6856021,accident,,"{'lat': -33.44605057451447, 'lon': -70.62144054970717}",2025-06-17T03:39:03.853854+00:00,
9463848,accident,,"{'lat': -33.35791629621241, 'lon': -70.67893211063324}",2025-06-17T03:39:05.003081+00:00,
5875409,accident,,"{'lat': -33.41603516489044, 'lon': -70.70399165388552}",2025-06-17T03:39:05.684238+00:00,
9067225,accident,,"{'lat': -33.44884218950573, 'lon': -70.66639257477814}",2025-06-17T03:39:05.912006+00:00,
9710290,accident,,"{'lat': -33.433916434962754, 'lon': -70.60545494955352}",2025-06-17T03:39:06.824636+00:00,
6106782,accident,,"{'lat': -33.44257436471663, 'lon': -70.69163003703784}",2025-06-17T03:39:07.529244+00:00,
6053329,accident,,"{'lat': -33.4937494759325, 'lon': -70.59871258215041}",2025-06-17T03:39:08.222924+00:00,
8063007,accident,,"{'lat': -33.40278295094887, 'lon': -70.58368399838167}",2025-06-17T03:39:08.464132+00:00,
8198784,accident,,"{'lat': -33.35802768145425, 'lon': -70.72180191735016}",2025-06-17T03:39:08.930848+00:00,
4018580,accident,,"{'lat': -33.35583720197838, 'lon': -70.60667057891725}",2025-06-17T03:39:10.095657+00:00,
6956739,accident,,"{'lat': -33.469192403618415, 'lon': -70.59646280656041}",2025-06-17T03:39:10.330926+00:00,
6795153,accident,,"{'lat': -33.405106058210336, 'lon': -70.71473338488575}",2025-06-17T03:39:11.049195+00:00,
5931319,accident,,"{'lat': -33.41026813245608, 'lon': -70.6301097433191}",2025-06-17T03:39:12.705676+00:00,
8315712,accident,,"{'lat': -33.40278717745295, 'lon': -70.60721685932785}",2025-06-17T03:39:13.409914+00:00,
8682788,accident,,"{'lat': -33.499769228854724, 'lon': -70.56871329249633}",2025-06-17T03:39:14.319873+00:00,
4767509,accident,,"{'lat': -33.40387252919227, 'lon': -70.61743540588863}",2025-06-17T03:39:16.155193+00:00,
8653972,accident,,"{'lat': -33.40003219892081, 'lon': -70.67347583526816}",2025-06-17T03:39:18.723075+00:00,
6449706,accident,,"{'lat': -33.38386381861696, 'lon': -70.67475639909954}",2025-06-17T03:39:19.204311+00:00,
9646127,accident,,"{'lat': -33.47863425095625, 'lon': -70.59267301703086}",2025-06-17T03:39:20.115463+00:00,
1934551,accident,,"{'lat': -33.40961041074975, 'lon': -70.73422669402099}",2025-06-17T03:39:20.347276+00:00,
2002886,accident,,"{'lat': -33.35316476330567, 'lon': -70.71372774403075}",2025-06-17T03:39:20.798719+00:00,
9450969,accident,,"{'lat': -33.508753040933414, 'lon': -70.64039539003207}",2025-06-17T03:39:21.018246+00:00,
1326952,accident,,"{'lat': -33.50423923440964, 'lon': -70.58222687137656}",2025-06-17T03:39:21.241985+00:00,
5693729,accident,,"{'lat': -33.49799071468431, 'lon': -70.7031065667719}",2025-06-17T03:39:21.725751+00:00,
6871872,accident,,"{'lat': -33.49089392594981, 'lon': -70.56572160174782}",2025-06-17T03:39:21.958868+00:00,
6469505,accident,,"{'lat': -33.383205317200954, 'lon': -70.56302889838493}",2025-06-17T03:39:22.877013+00:00,
3734438,accident,,"{'lat': -33.46322926332839, 'lon': -70.56257884210851}",2025-06-17T03:39:23.338871+00:00,
1918420,accident,,"{'lat': -33.3946908015945, 'lon': -70.56250924581501}",2025-06-17T03:39:23.813780+00:00,
9597739,accident,,"{'lat': -33.38041785301208, 'lon': -70.72176365383946}",2025-06-17T03:39:24.284529+00:00,
1329100,accident,,"{'lat': -33.50148617380979, 'lon': -70.701416518425}",2025-06-17T03:39:25.468899+00:00,
9086278,accident,,"{'lat': -33.387034036144264, 'lon': -70.63016771292787}",2025-06-17T03:39:25.696956+00:00,
9055936,accident,,"{'lat': -33.50102092432355, 'lon': -70.56802260875713}",2025-06-17T03:39:26.417894+00:00,
3234953,accident,,"{'lat': -33.409797874106665, 'lon': -70.68784092074866}",2025-06-17T03:39:27.575566+00:00,
5617484,accident,,"{'lat': -33.460498429505954, 'lon': -70.62783307903969}",2025-06-17T03:39:28.039880+00:00,
4029396,accident,,"{'lat': -33.3475366685115, 'lon': -70.55005050288797}",2025-06-17T03:39:28.272050+00:00,
1723912,accident,,"{'lat': -33.37351052045129, 'lon': -70.6067232707045}",2025-06-17T03:39:28.968400+00:00,
1702158,accident,,"{'lat': -33.366152673081935, 'lon': -70.55652943536305}",2025-06-17T03:39:29.196469+00:00,
4501582,accident,,"{'lat': -33.418840368405526, 'lon': -70.71676744555295}",2025-06-17T03:39:29.669507+00:00,
4943249,accident,,"{'lat': -33.37741328648296, 'lon': -70.72490035900296}",2025-06-17T03:39:30.139174+00:00,
7544229,accident,,"{'lat': -33.43462564344796, 'lon': -70.6906730445898}",2025-06-17T03:39:31.303157+00:00,
7004225,accident,,"{'lat': -33.37465545021634, 'lon': -70.64476536090575}",2025-06-17T03:39:31.992193+00:00,
3406495,accident,,"{'lat': -33.402295731340274, 'lon': -70.68102291648776}",2025-06-17T03:39:32.468933+00:00,
3457900,accident,,"{'lat': -33.49445930127136, 'lon': -70.67333713753486}",2025-06-17T03:39:32.935883+00:00,
4983922,accident,,"{'lat': -33.39931388569706, 'lon': -70.61550944575058}",2025-06-17T03:39:34.325994+00:00,
2182028,accident,,"{'lat': -33.49393758754679, 'lon': -70.69260890551419}",2025-06-17T03:39:34.556149+00:00,
9486557,accident,,"{'lat': -33.35017734754492, 'lon': -70.66131511816315}",2025-06-17T03:39:35.031994+00:00,
6547458,accident,,"{'lat': -33.35558266082846, 'lon': -70.56735611455652}",2025-06-17T03:39:35.257404+00:00,
7329370,accident,,"{'lat': -33.37272894495232, 'lon': -70.59275407168799}",2025-06-17T03:39:35.940622+00:00,
7029615,accident,,"{'lat': -33.47693583820518, 'lon': -70.6885269565479}",2025-06-17T03:39:37.786273+00:00,
6975921,accident,,"{'lat': -33.482506593155634, 'lon': -70.66955988371805}",2025-06-17T03:39:38.708189+00:00,
7052306,accident,,"{'lat': -33.4409765358554, 'lon': -70.70540059638971}",2025-06-17T03:39:39.169414+00:00,
9074058,accident,,"{'lat': -33.37156849851537, 'lon': -70.70247778083025}",2025-06-17T03:39:39.412421+00:00,
4921975,accident,,"{'lat': -33.38996460643333, 'lon': -70.67292697369902}",2025-06-17T03:39:40.546362+00:00,
8073134,accident,,"{'lat': -33.48330644518975, 'lon': -70.71592410350407}",2025-06-17T03:39:41.484055+00:00,
6938150,accident,,"{'lat': -33.38980831793458, 'lon': -70.70383919083554}",2025-06-17T03:39:41.940370+00:00,
7994404,accident,,"{'lat': -33.411891222662874, 'lon': -70.62266892550669}",2025-06-17T03:39:42.180218+00:00,
1327440,accident,,"{'lat': -33.415900648871926, 'lon': -70.57916862960224}",2025-06-17T03:39:42.414619+00:00,
9165914,accident,,"{'lat': -33.38167961776887, 'lon': -70.68799333209915}",2025-06-17T03:39:42.651402+00:00,
2451375,accident,,"{'lat': -33.35692074653201, 'lon': -70.60225696429126}",2025-06-17T03:39:42.881364+00:00,
4289448,accident,,"{'lat': -33.350644670047686, 'lon': -70.65850403134085}",2025-06-17T03:39:44.551478+00:00,
8379023,accident,,"{'lat': -33.47575514644477, 'lon': -70.5937558589059}",2025-06-17T03:39:44.794043+00:00,
1091413,accident,,"{'lat': -33.48842938550628, 'lon': -70.60395281817009}",2025-06-17T03:39:45.261141+00:00,
9133479,accident,,"{'lat': -33.41976816790386, 'lon': -70.64659366656898}",2025-06-17T03:39:45.507660+00:00,
6051154,accident,,"{'lat': -33.505666110492264, 'lon': -70.62831923596893}",2025-06-17T03:39:46.647625+00:00,
2378045,accident,,"{'lat': -33.47568083797496, 'lon': -70.62652258500154}",2025-06-17T03:39:46.883171+00:00,
7499543,accident,,"{'lat': -33.374516472731756, 'lon': -70.7051951344326}",2025-06-17T03:39:48.023204+00:00,
2258483,accident,,"{'lat': -33.49203255968741, 'lon': -70.58352739431417}",2025-06-17T03:39:48.241130+00:00,
5794234,accident,,"{'lat': -33.36575571048944, 'lon': -70.57817496362112}",2025-06-17T03:39:48.943761+00:00,
5683482,accident,,"{'lat': -33.351157481963654, 'lon': -70.71287040950301}",2025-06-17T03:39:49.874862+00:00,
3863335,accident,,"{'lat': -33.40391102340364, 'lon': -70.7383260588907}",2025-06-17T03:39:50.356394+00:00,
6626435,accident,,"{'lat': -33.43382549917803, 'lon': -70.6494212232402}",2025-06-17T03:39:50.589916+00:00,
3525256,accident,,"{'lat': -33.470509877284876, 'lon': -70.6988052756686}",2025-06-17T03:39:51.040814+00:00,
4180441,accident,,"{'lat': -33.39002292630617, 'lon': -70.66059622058657}",2025-06-17T03:39:51.264239+00:00,
9144330,accident,,"{'lat': -33.491007390661906, 'lon': -70.738152011865}",2025-06-17T03:39:52.403689+00:00,
4785550,accident,,"{'lat': -33.35092041936816, 'lon': -70.64518544200568}",2025-06-17T03:39:52.889343+00:00,
2124282,accident,,"{'lat': -33.48561653461191, 'lon': -70.70714550937943}",2025-06-17T03:39:53.598231+00:00,
3381297,accident,,"{'lat': -33.398777746920736, 'lon': -70.55351018097647}",2025-06-17T03:39:54.980693+00:00,
5442499,accident,,"{'lat': -33.442779434719355, 'lon': -70.69441980315872}",2025-06-17T03:39:56.155516+00:00,
2013787,accident,,"{'lat': -33.37210744162145, 'lon': -70.60095116766024}",2025-06-17T03:39:56.396439+00:00,
7892213,accident,,"{'lat': -33.41054652412213, 'lon': -70.59722230636687}",2025-06-17T03:39:56.630751+00:00,
3126768,accident,,"{'lat': -33.46938687845444, 'lon': -70.67444656589252}",2025-06-17T03:39:56.860416+00:00,
2565640,accident,,"{'lat': -33.4354473968843, 'lon': -70.62091558025824}",2025-06-17T03:39:57.539146+00:00,
4988759,accident,,"{'lat': -33.50451899100165, 'lon': -70.68670367181774}",2025-06-17T03:39:57.990011+00:00,
2556373,accident,,"{'lat': -33.488278209021956, 'lon': -70.7399894232324}",2025-06-17T03:39:58.431856+00:00,
8631014,accident,,"{'lat': -33.37911728624913, 'lon': -70.66263699857447}",2025-06-17T03:39:58.884439+00:00,
4267952,accident,,"{'lat': -33.37388915711978, 'lon': -70.66703596991121}",2025-06-17T03:39:59.120731+00:00,
4276307,accident,,"{'lat': -33.487423105363106, 'lon': -70.5941315724755}",2025-06-17T03:39:59.350932+00:00,
9174965,accident,,"{'lat': -33.40987665795888, 'lon': -70.69815551576919}",2025-06-17T03:40:00.051233+00:00,
1398237,accident,,"{'lat': -33.48036493226595, 'lon': -70.63655598504559}",2025-06-17T03:40:00.513026+00:00,
1159082,accident,,"{'lat': -33.348820269225406, 'lon': -70.7135710720703}",2025-06-17T03:40:00.984016+00:00,
2442354,accident,,"{'lat': -33.39551772862805, 'lon': -70.65045196301475}",2025-06-17T03:40:01.226912+00:00,
2322552,accident,,"{'lat': -33.38844499749732, 'lon': -70.72685897563392}",2025-06-17T03:40:04.044158+00:00,
1150245,accident,,"{'lat': -33.3594963896056, 'lon': -70.7033935987851}",2025-06-17T03:40:05.430047+00:00,
9142400,accident,,"{'lat': -33.37059602234466, 'lon': -70.6929777830989}",2025-06-17T03:40:05.923430+00:00,
4746485,accident,,"{'lat': -33.360338806368844, 'lon': -70.63486492074273}",2025-06-17T03:40:06.156218+00:00,
6610656,accident,,"{'lat': -33.47755362032557, 'lon': -70.60526738952088}",2025-06-17T03:40:06.394199+00:00,
